CASEID	v3	v1	v2	v4	v5	v6	v7	v8	v9	v10	v11	v12	v13	v14	v15	v16	v17	v17_jp	v18	v19	v20	v21	v22	v23	v24	v25	v26	v27	v28	v29	v30	v31	v32	v33	v34	v35	v36	v37	v38	v39	v40	v41	v42	v43	v44	v45	v46	v47	v48	v49	v50	v51	v52	v53	v54	v55	v56	v57	v58	v59	v60	v61	v62	v63	v64	v65	v66	v67	v68	v69	v70	v71	v72	v73	v74	v75	v76	v77	v78	v79	v80	v81	v82	v83	v84	v84_tw1	v84_tw2	v84_tw3	v85	v86	v87	v88	v89	v90	v91	v92	v93	v94	v95	v96	v97	v98	v99	v100	v101	v102	v103	v104	v105	v106	v107	s1_cjt	s2_cjt	cn_frcap	jp_frcap	tw_frcap	sex	age	marital	relig	topbot	urbrural	cn_reg	jp_reg	kr_reg	tw_reg	happy	happy_kr	educyrs	degree	inschl	wrkst	fullpart	wrkhrs	empcntrt	wrktype	whynowrk	isco88	cn_rinc	jp_rinc	kr_rinc	tw_rinc	cn_rincx	jp_rincx	kr_rincx	tw_rincx	hhdnum	cn_hinc	jp_hinc	kr_hinc	tw_hinc	rltvhinc	weight	spage	spedyrs	spdegr	spinschl	spwrkst	spfullpt	spwrkhrs	spempcnt	spwktype	spnowrk	spisco88	cn_spinc	jp_spinc	kr_spinc	tw_spinc	cn_sincx	jp_sincx	kr_sincx	tw_sincx	paedyrs	padegr	maedyrs	madegr
7676	411546	2008	4	1	2	3	 	3	2	2	4	3	4	4	2	2	6	 	2	2	2	3	5	2	3	4	2	2	2	4	3	3	3	2	3	4	 	 	 	 	 	5	1	2	1	1	1	2	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	 	1	2	1	2	2	2	 	1	2	1	2	2	2	 	1	2	1	2	4	 	3	3	3	6	6	6	5	5	5	3	3	3	2	2	2	2	2	2	2	2	2	2	2	4	4	5	2	2	 	 	 	1	20	5	 	7	2	 	 	 	9	2	 	14	3	1	5	 	 	 	 	2	 	 	 	 	 	 	 	 	 	5	 	 	 	5	3	.711491525173187	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	12	3	6	1
7677	411547	2008	4	2	2	2	 	2	1	1	3	3	4	4	1	1	5	 	2	1	5	7	6	5	5	5	5	2	2	2	4	4	2	2	5	2	2	1	2	2	2	2	1	2	2	1	2	2	2	2	1	 	2	2	2	1	1	1	 	1	1	1	1	1	 	1	2	1	1	1	2	 	1	2	2	2	1	1	 	1	1	1	1	4	 	4	5	4	5	5	7	2	1	2	5	4	5	2	2	1	2	1	1	1	1	1	1	1	2	2	3	2	2	 	 	3	2	24	5	 	5	2	 	 	 	9	2	 	16	5	0	1	1	60	1	3	 	1230	 	 	 	5	 	 	 	 	5	 	 	 	8	3	.744292736053467	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	12	3	9	2
7678	411550	2008	4	3	2	3	1	3	1	1	4	2	4	4	1	2	5	 	1	1	1	6	3	1	3	2	1	1	1	2	1	4	2	4	2	4	 	 	 	 	 	4	1	2	1	2	2	2	1	1	2	 	2	2	2	2	2	2	 	2	2	1	1	1	 	2	2	1	1	1	1	 	1	1	1	1	1	1	 	1	1	1	1	3	 	3	3	3	6	1	6	1	1	2	5	5	4	2	1	1	1	1	1	1	1	1	2	2	3	3	4	2	1	 	 	2	1	47	1	 	5	2	 	 	 	9	1	 	12	3	0	2	2	15	 	 	 	3415	 	 	 	6	 	 	 	 	6	 	 	 	6	3	.91925573348999	27	14	4	0	5	 	 	 	 	4	 	 	 	 	 	 	 	 	 	0	0	0	0
7679	411551	2008	4	4	4	4	1	2	1	1	3	3	3	3	2	2	4	 	2	2	3	7	3	2	2	4	6	1	1	4	3	3	3	3	3	2	1	1	2	2	2	1	1	2	1	1	1	2	1	1	2	 	1	1	1	1	2	2	 	1	2	1	2	2	 	1	1	1	1	1	2	 	2	1	1	1	1	2	 	1	2	1	1	5	 	5	3	3	6	1	7	2	2	2	4	3	4	2	1	1	1	1	1	1	2	1	1	1	3	3	4	2	2	 	 	2	1	46	1	 	6	2	 	 	 	9	2	 	14	4	0	1	1	40	1	3	 	1233	 	 	 	7	 	 	 	 	4	 	 	 	7	4	.66143935918808	42	14	4	0	5	 	 	 	 	4	 	 	 	 	 	 	 	 	 	6	1	6	1
7680	411552	2008	4	4	4	4	2	1	2	2	3	2	3	4	2	2	4	 	2	3	3	2	2	3	3	6	6	1	1	4	3	3	3	3	2	5	 	 	 	 	 	7	 	 	 	 	 	 	2	2	2	 	2	2	2	1	2	2	 	1	2	2	1	1	 	1	1	1	1	1	1	 	1	1	1	1	1	1	 	2	1	1	1	4	 	3	4	3	3	2	4	3	3	3	2	2	2	2	2	2	2	2	2	1	1	2	2	1	5	5	5	2	2	 	 	 	2	68	2	 	3	2	 	 	 	9	5	 	0	0	0	5	 	 	 	 	4	 	 	 	 	 	 	 	 	 	6	 	 	 	3	1	.376244127750397	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	6	1	0	0
7681	411553	2008	4	3	3	1	2	2	1	1	3	2	4	4	3	1	2	 	6	7	7	7	3	2	2	7	7	1	2	3	2	2	1	2	1	3	1	1	2	2	2	1	1	2	1	2	2	2	2	2	2	 	2	2	2	2	2	2	 	2	2	2	1	1	 	2	2	2	2	1	1	 	2	2	1	1	1	1	 	1	1	1	1	5	 	3	3	3	1	1	1	2	3	3	2	4	5	2	1	1	1	1	1	1	1	1	1	1	5	4	5	2	2	 	 	2	2	49	1	 	6	2	 	 	 	9	1	 	9	2	0	3	1	42	 	 	 	5230	 	 	 	6	 	 	 	 	4	 	 	 	12	3	1.04217433929443	53	6	1	0	3	2	4	 	 	 	5151	 	 	 	7	 	 	 	 	0	0	0	0
7682	411554	2008	4	2	3	2	1	1	1	2	3	4	4	5	3	3	2	 	3	2	2	4	4	1	2	3	3	2	3	3	3	2	3	2	4	4	 	 	 	 	 	6	2	2	1	2	1	2	2	1	1	 	2	2	2	1	1	2	 	2	2	1	1	1	 	2	2	1	1	1	2	 	2	1	1	1	1	2	 	2	1	1	1	5	 	5	5	5	1	1	4	2	2	2	2	2	5	1	2	1	2	1	1	1	2	1	1	2	4	4	3	2	2	 	 	2	2	27	1	 	5	3	 	 	 	9	5	 	14	4	0	1	1	50	1	3	 	4113	 	 	 	5	 	 	 	 	7	 	 	 	9	2	.744292736053467	29	14	4	0	1	1	45	 	3	 	7136	 	 	 	4	 	 	 	 	9	2	6	1
7683	411701	2008	4	3	4	4	1	1	1	1	2	3	4	4	1	1	1	 	2	6	2	1	4	1	1	7	7	1	1	4	4	4	5	2	2	4	 	 	 	 	 	4	2	2	1	2	1	2	2	2	2	 	2	2	2	2	2	2	 	2	2	2	1	1	 	1	2	1	1	1	1	 	1	2	1	1	2	2	 	2	2	2	2	5	 	5	4	5	2	1	6	1	2	2	2	3	2	2	1	1	2	2	2	1	2	1	2	1	5	5	5	2	2	 	 	2	2	43	1	 	5	2	 	 	 	9	2	 	6	1	0	1	1	40	1	3	 	8286	 	 	 	3	 	 	 	 	3	 	 	 	7	3	.95301079750061	46	9	2	0	1	1	40	 	3	 	8232	 	 	 	5	 	 	 	 	0	0	0	0
7684	411702	2008	4	1	2	2	 	2	2	2	3	3	4	5	2	1	3	 	2	2	2	5	3	2	2	3	3	1	2	4	2	3	2	2	2	2	2	1	2	2	2	3	1	2	1	1	2	2	2	1	2	 	2	2	1	2	1	2	 	1	2	1	1	2	 	2	1	1	1	1	2	 	2	2	1	1	1	1	 	2	1	1	1	3	 	3	3	3	3	3	7	2	2	7	3	2	2	2	2	2	1	1	1	1	1	1	1	1	3	2	3	2	2	 	 	1	2	28	5	 	6	2	 	 	 	9	1	 	16	5	0	1	1	40	2	3	 	3439	 	 	 	5	 	 	 	 	5	 	 	 	14	3	.744292736053467	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	9	2	6	1
7685	411703	2008	4	4	4	4	2	2	2	2	3	3	2	4	2	2	3	 	2	2	2	6	3	2	2	6	6	2	2	4	3	3	3	3	2	5	 	 	 	 	 	4	2	2	1	2	2	2	2	2	2	 	2	2	2	2	2	2	 	2	2	2	1	2	 	2	2	2	2	1	2	 	2	2	1	1	1	2	 	2	2	1	1	5	 	5	5	5	3	1	7	3	3	3	2	2	3	2	2	2	1	1	1	1	1	1	1	1	5	5	5	2	2	 	 	2	2	59	1	 	3	1	 	 	 	9	2	 	6	1	0	3	1	56	 	 	 	7231	 	 	 	2	 	 	 	 	5	 	 	 	5	1	.825756072998047	61	6	1	0	3	1	56	 	 	 	7231	 	 	 	2	 	 	 	 	0	0	0	0
7686	411704	2008	4	4	4	4	1	2	1	1	2	2	3	3	2	2	2	 	2	2	3	7	3	2	2	3	3	2	1	4	3	3	3	3	3	3	2	1	2	2	2	3	2	1	1	2	2	2	2	2	2	 	1	2	2	2	2	2	 	2	2	2	1	2	 	2	1	2	1	1	2	 	2	2	1	2	1	2	 	2	2	1	2	5	 	5	5	5	3	1	7	2	2	4	3	3	4	2	1	1	1	1	1	1	2	1	1	2	5	5	5	2	2	 	 	 	1	57	2	 	5	1	 	 	 	9	2	 	9	2	0	5	 	 	 	 	3	 	 	 	 	 	 	 	 	 	7	 	 	 	6	2	.86321759223938	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	6	1	0	0
7687	411705	2008	4	3	2	2	 	2	2	2	4	4	2	2	2	4	4	 	4	6	6	3	3	2	2	2	2	2	2	4	4	2	4	2	4	2	1	1	2	2	2	7	2	2	1	2	2	2	2	2	2	 	2	2	2	2	2	2	 	2	2	2	1	1	 	1	1	1	1	1	1	 	1	1	1	1	1	1	 	1	1	1	1	5	 	5	5	4	3	1	7	3	3	3	2	2	2	1	2	2	2	2	2	1	2	2	2	1	5	5	5	2	2	 	 	 	1	37	5	 	5	2	 	 	 	9	2	 	6	1	0	5	 	 	 	 	1	 	 	 	 	 	 	 	 	 	4	 	 	 	4	1	1.0432060956955	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	6	1	6	1
7688	411714	2008	4	4	4	4	2	1	1	1	2	2	3	3	3	2	2	 	3	2	2	6	3	2	2	6	7	2	1	4	4	4	4	4	2	3	1	2	2	2	2	7	2	1	1	2	2	2	1	2	2	 	2	2	2	2	2	2	 	2	2	2	1	2	 	2	1	2	2	1	1	 	2	2	1	1	1	1	 	2	2	1	1	5	 	3	4	4	3	1	7	3	3	3	2	3	2	2	2	2	2	2	2	1	1	1	1	1	5	5	5	2	2	 	 	 	2	49	1	 	4	2	 	 	 	9	2	 	6	1	0	5	 	 	 	 	1	 	 	 	 	 	 	 	 	 	8	 	 	 	6	2	.95301079750061	58	6	1	0	5	 	 	 	 	1	 	 	 	 	 	 	 	 	 	0	0	0	0
